1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 65536, 3
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 7
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 7
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 131072, 6
1313, 262144, 14
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 14
1313, 262144, 15
1313, 262144, 14
1313, 262144, 14
1313, 262144, 13
1313, 262144, 14
1313, 262144, 13
1313, 262144, 13
1313, 262144, 14
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 14
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 13
1313, 262144, 14
1313, 262144, 13
1313, 524288, 26
1313, 524288, 26
1313, 524288, 27
1313, 524288, 26
1313, 524288, 27
1313, 524288, 28
1313, 524288, 27
1313, 524288, 26
1313, 524288, 25
1313, 524288, 28
1313, 524288, 27
1313, 524288, 26
1313, 524288, 26
1313, 524288, 25
1313, 524288, 26
1313, 524288, 25
1313, 524288, 25
1313, 524288, 25
1313, 524288, 26
1313, 524288, 25
1313, 524288, 25
1313, 524288, 26
1313, 524288, 26
1313, 524288, 26
1313, 524288, 26
1313, 524288, 25
1313, 524288, 26
1313, 524288, 26
1313, 524288, 26
1313, 524288, 26
1313, 1048576, 52
1313, 1048576, 53
1313, 1048576, 52
1313, 1048576, 53
1313, 1048576, 52
1313, 1048576, 53
1313, 1048576, 53
1313, 1048576, 52
