23200357,65536,4
23200357,65536,4
23200357,65536,4
23200357,65536,4
23200357,65536,4
23200357,65536,3
23200357,65536,4
23200357,65536,3
23200357,65536,3
23200357,65536,4
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,5
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,4
23200357,65536,3
23200357,65536,4
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,3
23200357,65536,4
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,131072,8
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,18
23200357,262144,20
23200357,262144,18
23200357,262144,19
23200357,262144,18
23200357,262144,18
23200357,262144,18
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,18
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,17
23200357,262144,18
23200357,262144,18
23200357,262144,18
23200357,524288,38
23200357,524288,37
23200357,524288,37
23200357,524288,38
23200357,524288,38
23200357,524288,38
23200357,524288,37
23200357,524288,37
23200357,524288,38
23200357,524288,38
23200357,524288,38
23200357,524288,38
23200357,524288,38
23200357,524288,37
23200357,524288,37
23200357,524288,36
23200357,524288,36
23200357,524288,36
23200357,524288,36
23200357,524288,35
23200357,524288,36
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,35
23200357,524288,36
23200357,1048576,77
23200357,1048576,76
23200357,1048576,76
23200357,1048576,76
23200357,1048576,76
23200357,1048576,76
23200357,1048576,77
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,74
23200357,1048576,78
23200357,1048576,74
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,75
23200357,1048576,74
23200357,1048576,76
23200357,1048576,75
23200357,2097152,159
23200357,2097152,159
23200357,2097152,157
23200357,2097152,156
23200357,2097152,157
23200357,2097152,157
23200357,2097152,157
23200357,2097152,159
23200357,2097152,157
23200357,2097152,158
23200357,2097152,158
23200357,2097152,159
23200357,2097152,159
23200357,2097152,158
23200357,2097152,160
23200357,2097152,156
23200357,2097152,156
23200357,2097152,156
23200357,2097152,156
23200357,2097152,156
23200357,2097152,157
23200357,2097152,157
23200357,2097152,157
23200357,2097152,158
23200357,2097152,157
23200357,2097152,157
23200357,2097152,159
23200357,2097152,159
23200357,2097152,160
23200357,2097152,160
23200357,4194304,325
23200357,4194304,329
23200357,4194304,327
23200357,4194304,325
23200357,4194304,327
23200357,4194304,328
23200357,4194304,330
23200357,4194304,334
23200357,4194304,328
23200357,4194304,329
23200357,4194304,328
