1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,160,13.0498,18.0488,0.8130
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,194,78.6630,83.6084,0.9977
1000.0,5.0,5.0,166,43.6805,49.1666,0.9310
1000.0,5.0,5.0,166,43.6805,49.1666,0.9310
1000.0,5.0,5.0,166,43.6805,49.1666,0.9310
1000.0,5.0,5.0,166,43.6805,49.1666,0.9310
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,74,28.6854,39.3385,0.8671
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,84,76.0307,86.6537,0.9144
1000.0,10.0,10.0,88,52.1145,60.8018,0.7780
1000.0,10.0,10.0,88,52.1145,60.8018,0.7780
1000.0,10.0,10.0,88,52.1145,60.8018,0.7780
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,186,32.5858,37.3364,0.8860
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,168,8.0004,12.5046,0.7729
1000.0,5.0,10.0,192,27.9869,32.9924,0.9750
1000.0,5.0,10.0,192,27.9869,32.9924,0.9750
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
1000.0,10.0,5.0,95,36.5660,46.5128,0.9574
